Tiempo desde erupcion (d);Magnitud;;;;;;;;;;;;
4877;9,9;;;;;;;;;;;;
4878,6;9,7;;;;;;;;;;;;
4878,7;9,7;;;;;;;;;;;;
4880,6;9,7;;;;;;;;;;;;
4882,7;9,9;;;;;;;;;;;;
4883;9,8;;;;;;;;;;;;
4883,4;9,7;;;;;;;;;;;;
4886,6;9,3;;;;;;;;;;;;
4886,8;9,4;;;;;;;;;;;;
4894,5;9,7;;;;;;;;;;;;
4895,6;9,4;;;;;;;;;;;;
4896,5;9,6;;;;;;;;;;;;
4896,6;10,3;;;;;;;;;;;;
4897,7;9,6;;;;;;;;;;;;
4898,4;9,0;;;;;;;;;;;;
4900,4;9,8;;;;;;;;;;;;
4900,7;9,7;;;;;;;;;;;;
4901,6;9,9;;;;;;;;;;;;
4902,5;9,8;;;;;;;;;;;;
4903,5;9,8;;;;;;;;;;;;
4905,7;10,0;;;;;;;;;;;;
4905,8;9,6;;;;;;;;;;;;
4910,3;9,1;;;;;;;;;;;;
4911,7;9,1;;;;;;;;;;;;
4914,7;9,5;;;;;;;;;;;;
4921,5;9,7;;;;;;;;;;;;
4922,5;9,7;;;;;;;;;;;;
4923,5;9,7;;;;;;;;;;;;
4923,6;9,4;;;;;;;;;;;;
4924,4;9,8;;;;;;;;;;;;
4925,6;9,7;;;;;;;;;;;;
4926,6;10,1;;;;;;;;;;;;
4927,5;9,6;;;;;;;;;;;;
4927,6;9,4;;;;;;;;;;;;
4928,6;9,8;;;;;;;;;;;;
4931,4;9,2;;;;;;;;;;;;
4933,5;9,8;;;;;;;;;;;;
4933,6;9,7;;;;;;;;;;;;
4934,5;9,9;;;;;;;;;;;;
4935,4;9,7;;;;;;;;;;;;
4940,2;9,0;;;;;;;;;;;;
4940,6;9,3;;;;;;;;;;;;
4941,6;9,8;;;;;;;;;;;;
4942,5;9,8;;;;;;;;;;;;
4948,3;9,3;;;;;;;;;;;;
4950,3;9,3;;;;;;;;;;;;
4952,5;9,9;;;;;;;;;;;;
4954,6;9,3;;;;;;;;;;;;
4954,6;9,7;;;;;;;;;;;;
4955,6;9,8;;;;;;;;;;;;
4957,5;9,1;;;;;;;;;;;;
4958,6;8,9;;;;;;;;;;;;
4960,6;10,0;;;;;;;;;;;;
4961,4;9,2;;;;;;;;;;;;
4962,3;9,7;;;;;;;;;;;;
4963,5;9,9;;;;;;;;;;;;
4965,6;9,3;;;;;;;;;;;;
4967,6;9,0;;;;;;;;;;;;
4967,6;9,8;;;;;;;;;;;;
4968,3;9,4;;;;;;;;;;;;
4973,5;9,6;;;;;;;;;;;;
4977,3;9,8;;;;;;;;;;;;
4977,6;9,6;;;;;;;;;;;;
4980,5;9,5;;;;;;;;;;;;
4982,3;9,4;;;;;;;;;;;;
4984,2;9,3;;;;;;;;;;;;
4984,2;9,6;;;;;;;;;;;;
4984,6;9,6;;;;;;;;;;;;
4985,5;9,9;;;;;;;;;;;;
4987,5;9,2;;;;;;;;;;;;
4989,5;8,8;;;;;;;;;;;;
4990;9,5;;;;;;;;;;;;
4991,5;9,4;;;;;;;;;;;;
4993,5;9,5;;;;;;;;;;;;
4994,3;9,7;;;;;;;;;;;;
4996,6;10,0;;;;;;;;;;;;
4997,5;9,6;;;;;;;;;;;;
4998,5;9,5;;;;;;;;;;;;
5004,5;9,2;;;;;;;;;;;;
5011,5;9,5;;;;;;;;;;;;
5012,3;9,8;;;;;;;;;;;;
5012,3;9,3;;;;;;;;;;;;
5015,5;9,5;;;;;;;;;;;;
5016;9,2;;;;;;;;;;;;
5028,5;9,5;;;;;;;;;;;;
5032,2;9,7;;;;;;;;;;;;
5034,2;9,7;;;;;;;;;;;;
5038,9;9,3;;;;;;;;;;;;
5042,2;9,7;;;;;;;;;;;;
5076,7;9,5;;;;;;;;;;;;
5083,9;10,0;;;;;;;;;;;;
5093,9;10,1;;;;;;;;;;;;
5111,7;10,2;;;;;;;;;;;;
5116,3;9,9;;;;;;;;;;;;
5116,9;9,8;;;;;;;;;;;;
5118,7;9,8;;;;;;;;;;;;
5120,7;9,9;;;;;;;;;;;;
5122,9;9,9;;;;;;;;;;;;
5142,5;9,4;;;;;;;;;;;;
5146,9;10,0;;;;;;;;;;;;
5153,4;9,8;;;;;;;;;;;;
5164,8;9,8;;;;;;;;;;;;
5167,9;10,0;;;;;;;;;;;;
5172,6;9,8;;;;;;;;;;;;
5173,8;9,4;;;;;;;;;;;;
5173,9;10,3;;;;;;;;;;;;
5175,4;10,2;;;;;;;;;;;;
5175,4;10,0;;;;;;;;;;;;
5178,4;9,9;;;;;;;;;;;;
5180,8;10,3;;;;;;;;;;;;
5190,7;9,8;;;;;;;;;;;;
5196,2;10,0;;;;;;;;;;;;
5196,5;10,0;;;;;;;;;;;;
5196,7;10,3;;;;;;;;;;;;
5198,1;9,9;;;;;;;;;;;;
5202,7;10,0;;;;;;;;;;;;
5202,7;10,1;;;;;;;;;;;;
5205,8;10,1;;;;;;;;;;;;
5208,5;9,9;;;;;;;;;;;;
5208,5;10,0;;;;;;;;;;;;
5216,6;10,0;;;;;;;;;;;;
5220,7;9,9;;;;;;;;;;;;
5224,7;10,1;;;;;;;;;;;;
5226,7;10,1;;;;;;;;;;;;
5227,5;10,0;;;;;;;;;;;;
5230,4;9,6;;;;;;;;;;;;
5231,5;10,0;;;;;;;;;;;;
5231,6;10,2;;;;;;;;;;;;
5232,4;10,0;;;;;;;;;;;;
5233,4;10,0;;;;;;;;;;;;
5233,4;10,0;;;;;;;;;;;;
5235,7;10,3;;;;;;;;;;;;
5238,2;10,0;;;;;;;;;;;;
5241,5;10,0;;;;;;;;;;;;
5245,7;10,0;;;;;;;;;;;;
5248,757;9,6;;;;;;;;;;;;
5249,6;10,3;;;;;;;;;;;;
5256,4;10,0;;;;;;;;;;;;
5257,7;10,5;;;;;;;;;;;;
5257,719;9,5;;;;;;;;;;;;
5258,8;10,0;;;;;;;;;;;;
5261,74;9,6;;;;;;;;;;;;
5262,4;10,1;;;;;;;;;;;;
5264,4;10,0;;;;;;;;;;;;
5265,719;9,6;;;;;;;;;;;;
5267,5;10,3;;;;;;;;;;;;
5275,684;9,6;;;;;;;;;;;;
5276,6;10,5;;;;;;;;;;;;
5278,3;10,3;;;;;;;;;;;;
5278,5;10,5;;;;;;;;;;;;
5279,7;10,0;;;;;;;;;;;;
5280,8;10,1;;;;;;;;;;;;
5281,5;10,3;;;;;;;;;;;;
5281,6;10,1;;;;;;;;;;;;
5281,747;9,9;;;;;;;;;;;;
5283,5;10,4;;;;;;;;;;;;
5284;10,0;;;;;;;;;;;;
5284,5;10,0;;;;;;;;;;;;
5285,5;10,3;;;;;;;;;;;;
5286,1;10,1;;;;;;;;;;;;
5287,4;9,9;;;;;;;;;;;;
5287,5;10,3;;;;;;;;;;;;
5287,7;9,9;;;;;;;;;;;;
5288,1;10,1;;;;;;;;;;;;
5288,3;10,4;;;;;;;;;;;;
5288,6;10,7;;;;;;;;;;;;
5291,6;10,1;;;;;;;;;;;;
5292,2;10,0;;;;;;;;;;;;
5293,5;10,3;;;;;;;;;;;;
5293,705;9,8;;;;;;;;;;;;
5294,5;10,3;;;;;;;;;;;;
5295,5;10,3;;;;;;;;;;;;
5296;10,1;;;;;;;;;;;;
5303,6;9,6;;;;;;;;;;;;
5305,5;10,3;;;;;;;;;;;;
5308,5;10,3;;;;;;;;;;;;
5308,7;10,0;;;;;;;;;;;;
5309,1;10,1;;;;;;;;;;;;
5309,6;10,1;;;;;;;;;;;;
5311;10,2;;;;;;;;;;;;
5312,2;9,9;;;;;;;;;;;;
5312,5;10,2;;;;;;;;;;;;
5313,5;10,2;;;;;;;;;;;;
5315,4;10,2;;;;;;;;;;;;
5316,3;9,8;;;;;;;;;;;;
5316,3;10,1;;;;;;;;;;;;
5316,5;10,2;;;;;;;;;;;;
5317,5;10,2;;;;;;;;;;;;
5319,5;9,8;;;;;;;;;;;;
5319,773;10,0;;;;;;;;;;;;
5320,4;10,1;;;;;;;;;;;;
5322,7;9,9;;;;;;;;;;;;
5324,3;9,9;;;;;;;;;;;;
5324,6;10,1;;;;;;;;;;;;
5324,6;10,1;;;;;;;;;;;;
5331,9;10,2;;;;;;;;;;;;
5337,5;10,0;;;;;;;;;;;;
5338,5;9,7;;;;;;;;;;;;
5339,1;9,7;;;;;;;;;;;;
5341;10,1;;;;;;;;;;;;
5341,5;10,0;;;;;;;;;;;;
5342,5;10,0;;;;;;;;;;;;
5344;10,1;;;;;;;;;;;;
5344,3;10,2;;;;;;;;;;;;
5344,7;10,1;;;;;;;;;;;;
5344,717;9,7;;;;;;;;;;;;
5346,5;10,1;;;;;;;;;;;;
5346,6;10,0;;;;;;;;;;;;
5349;10,2;;;;;;;;;;;;
5350,5;10,2;;;;;;;;;;;;
5352,69;10,4;;;;;;;;;;;;
5353,5;9,8;;;;;;;;;;;;
5355,5;10,2;;;;;;;;;;;;
5365,5;10,0;;;;;;;;;;;;
5367,3;10,1;;;;;;;;;;;;
5367,5;10,2;;;;;;;;;;;;
5371,1;9,6;;;;;;;;;;;;
5372,5;10,0;;;;;;;;;;;;
5372,672;10,2;;;;;;;;;;;;
5375,5;10,2;;;;;;;;;;;;
5378,5;9,8;;;;;;;;;;;;
5379,3;9,9;;;;;;;;;;;;
5381,5;9,8;;;;;;;;;;;;
5382,3;10,0;;;;;;;;;;;;
5382,656;10,0;;;;;;;;;;;;
5394,5;9,9;;;;;;;;;;;;
5401,5;9,8;;;;;;;;;;;;
5403,2;10,1;;;;;;;;;;;;
5445,7;9,9;;;;;;;;;;;;
5465,9;10,3;;;;;;;;;;;;
5474,9;10,4;;;;;;;;;;;;
5482,9;10,1;;;;;;;;;;;;
5498,9;10,1;;;;;;;;;;;;
5503,8;10,3;;;;;;;;;;;;
5506,6;10,2;;;;;;;;;;;;
5512,6;10,3;;;;;;;;;;;;
5518,8;10,3;;;;;;;;;;;;
5526,9;10,5;;;;;;;;;;;;
5528,8;10,6;;;;;;;;;;;;
5533,9;10,5;;;;;;;;;;;;
5545,7;10,4;;;;;;;;;;;;
5548,8;10,1;;;;;;;;;;;;
5549;10,3;;;;;;;;;;;;
5549,8;10,3;;;;;;;;;;;;
5553,7;10,2;;;;;;;;;;;;
5553,781;10,1;;;;;;;;;;;;
5554,5;10,3;;;;;;;;;;;;
5557,8;10,1;;;;;;;;;;;;
5558;10,4;;;;;;;;;;;;
5561,776;10,1;;;;;;;;;;;;
5563,5;10,2;;;;;;;;;;;;
5566,6;10,1;;;;;;;;;;;;
5572,7;10,1;;;;;;;;;;;;
5576;10,1;;;;;;;;;;;;
5579,7;10,5;;;;;;;;;;;;
5583,7;10,1;;;;;;;;;;;;
5583,717;9,7;;;;;;;;;;;;
5590,5;10,5;;;;;;;;;;;;
5592,8;10,2;;;;;;;;;;;;
5593;10,4;;;;;;;;;;;;
5593,5;10,3;;;;;;;;;;;;
5600,5;10,5;;;;;;;;;;;;
5602,6;10,2;;;;;;;;;;;;
5603,5;10,5;;;;;;;;;;;;
5604,5;10,2;;;;;;;;;;;;
5604,7;10,6;;;;;;;;;;;;
5605,5;10,4;;;;;;;;;;;;
5608,1;10,2;;;;;;;;;;;;
5609,7;10,0;;;;;;;;;;;;
5612,5;10,5;;;;;;;;;;;;
5612,714;10,1;;;;;;;;;;;;
5614,6;10,7;;;;;;;;;;;;
5616,5;10,7;;;;;;;;;;;;
5618,724;10,3;;;;;;;;;;;;
5619,1;10,3;;;;;;;;;;;;
5632,7;10,7;;;;;;;;;;;;
5632,7;10,2;;;;;;;;;;;;
5632,703;9,9;;;;;;;;;;;;
5634;10,2;;;;;;;;;;;;
5635,6;10,4;;;;;;;;;;;;
5637;10,4;;;;;;;;;;;;
5640,6;10,3;;;;;;;;;;;;
5641,708;9,9;;;;;;;;;;;;
5642;10,4;;;;;;;;;;;;
5642,5;10,3;;;;;;;;;;;;
5642,6;10,7;;;;;;;;;;;;
5643,1;10,3;;;;;;;;;;;;
5643,5;10,3;;;;;;;;;;;;
5643,7;10,2;;;;;;;;;;;;
5645,5;10,5;;;;;;;;;;;;
5646,5;10,6;;;;;;;;;;;;
5656,6;10,1;;;;;;;;;;;;
5660,7;10,4;;;;;;;;;;;;
5661,3;10,3;;;;;;;;;;;;
5661,3;10,3;;;;;;;;;;;;
5662,5;10,5;;;;;;;;;;;;
5662,67;10,4;;;;;;;;;;;;
5664,6;10,4;;;;;;;;;;;;
5665,6;9,9;;;;;;;;;;;;
5666,6;10,3;;;;;;;;;;;;
5668,718;10,2;;;;;;;;;;;;
5672,5;10,5;;;;;;;;;;;;
5673,4;10,3;;;;;;;;;;;;
5673,5;10,5;;;;;;;;;;;;
5673,9;10,4;;;;;;;;;;;;
5675,6;10,1;;;;;;;;;;;;
5677,2;10,3;;;;;;;;;;;;
5679,5;10,4;;;;;;;;;;;;
5681,5;10,6;;;;;;;;;;;;
5682,5;10,8;;;;;;;;;;;;
5685;10,0;;;;;;;;;;;;
5687,6;10,1;;;;;;;;;;;;
5688,5;10,7;;;;;;;;;;;;
5690,5;10,7;;;;;;;;;;;;
5692,5;10,7;;;;;;;;;;;;
5692,7;10,1;;;;;;;;;;;;
5693,5;10,1;;;;;;;;;;;;
5693,5;10,6;;;;;;;;;;;;
5694,5;10,6;;;;;;;;;;;;
5695,5;10,7;;;;;;;;;;;;
5700,5;10,3;;;;;;;;;;;;
5701,6;10,2;;;;;;;;;;;;
5703,5;10,6;;;;;;;;;;;;
5704,3;10,3;;;;;;;;;;;;
5704,3;10,3;;;;;;;;;;;;
5705,1;10,2;;;;;;;;;;;;
5706,6;10,3;;;;;;;;;;;;
5708,5;10,1;;;;;;;;;;;;
5720,6;10,4;;;;;;;;;;;;
5720,7;10,3;;;;;;;;;;;;
5724,5;10,4;;;;;;;;;;;;
5724,5;10,3;;;;;;;;;;;;
5725,5;10,0;;;;;;;;;;;;
5728,3;10,2;;;;;;;;;;;;
5729,1;9,8;;;;;;;;;;;;
5733,5;9,8;;;;;;;;;;;;
5735,5;10,1;;;;;;;;;;;;
5736,5;10,1;;;;;;;;;;;;
5755,5;10,2;;;;;;;;;;;;
5755,5;10,1;;;;;;;;;;;;
5755,5;10,1;;;;;;;;;;;;
5760,5;10,0;;;;;;;;;;;;
5761;10,3;;;;;;;;;;;;
5765,5;10,1;;;;;;;;;;;;
5768,5;10,0;;;;;;;;;;;;
5778,5;10,0;;;;;;;;;;;;
5830,9;10,6;;;;;;;;;;;;
5831,9;10,2;;;;;;;;;;;;
5846,9;10,7;;;;;;;;;;;;
5853,9;10,4;;;;;;;;;;;;
5859,4;10,4;;;;;;;;;;;;
5859,9;10,6;;;;;;;;;;;;
5866,2;10,4;;;;;;;;;;;;
5873,8;10,4;;;;;;;;;;;;
5876,8;10,5;;;;;;;;;;;;
5881,4;10,4;;;;;;;;;;;;
5883,8;10,6;;;;;;;;;;;;
5885,9;10,7;;;;;;;;;;;;
5888,9;10,4;;;;;;;;;;;;
5900,8;10,3;;;;;;;;;;;;
5906,2;10,4;;;;;;;;;;;;
5907,8;10,6;;;;;;;;;;;;
5908,8;10,3;;;;;;;;;;;;
5909,7;10,5;;;;;;;;;;;;
5922;10,4;;;;;;;;;;;;
5922,8;10,6;;;;;;;;;;;;
5928,7;10,5;;;;;;;;;;;;
5931,2;10,4;;;;;;;;;;;;
5931,5;10,6;;;;;;;;;;;;
5934;10,4;;;;;;;;;;;;
5934,7;10,8;;;;;;;;;;;;
5937,5;10,6;;;;;;;;;;;;
5938,6;10,6;;;;;;;;;;;;
5940,7;10,4;;;;;;;;;;;;
5940,7;10,5;;;;;;;;;;;;
5944,5;10,6;;;;;;;;;;;;
5945,5;10,6;;;;;;;;;;;;
5948,8;10,7;;;;;;;;;;;;
5956,5;10,7;;;;;;;;;;;;
5956,7;10,8;;;;;;;;;;;;
5958,5;10,6;;;;;;;;;;;;
5964,1;10,4;;;;;;;;;;;;
5964,5;10,7;;;;;;;;;;;;
5967,8;10,2;;;;;;;;;;;;
5969,6;10,3;;;;;;;;;;;;
5971,6;10,8;;;;;;;;;;;;
5974;10,4;;;;;;;;;;;;
5976,1;10,4;;;;;;;;;;;;
5976,5;10,7;;;;;;;;;;;;
5976,7;10,4;;;;;;;;;;;;
5977,6;10,8;;;;;;;;;;;;
5986;10,4;;;;;;;;;;;;
5987,5;10,6;;;;;;;;;;;;
5988;10,4;;;;;;;;;;;;
5989,6;10,7;;;;;;;;;;;;
5991,8;10,4;;;;;;;;;;;;
5995,8;10,1;;;;;;;;;;;;
5997,1;10,2;;;;;;;;;;;;
6000;10,4;;;;;;;;;;;;
6000,7;10,3;;;;;;;;;;;;
6001,5;10,5;;;;;;;;;;;;
6001,7;10,5;;;;;;;;;;;;
6002,5;10,5;;;;;;;;;;;;
6003,6;10,8;;;;;;;;;;;;
6004,8;10,3;;;;;;;;;;;;
6005;10,4;;;;;;;;;;;;
6006;10,4;;;;;;;;;;;;
6012,6;10,4;;;;;;;;;;;;
6014,6;10,5;;;;;;;;;;;;
6015,5;10,6;;;;;;;;;;;;
6019,7;10,8;;;;;;;;;;;;
6025,6;10,4;;;;;;;;;;;;
6025,6;10,5;;;;;;;;;;;;
6027,6;10,3;;;;;;;;;;;;
6031,6;10,2;;;;;;;;;;;;
6033,6;10,3;;;;;;;;;;;;
6047,5;10,3;;;;;;;;;;;;
6047,5;10,9;;;;;;;;;;;;
6051,7;10,4;;;;;;;;;;;;
6052,6;10,3;;;;;;;;;;;;
6055,6;10,5;;;;;;;;;;;;
6056;10,4;;;;;;;;;;;;
6057,2;10,3;;;;;;;;;;;;
6060;10,4;;;;;;;;;;;;
6060,5;10,4;;;;;;;;;;;;
6061,5;10,2;;;;;;;;;;;;
6062,5;10,4;;;;;;;;;;;;
6062,6;10,3;;;;;;;;;;;;
6068,5;10,5;;;;;;;;;;;;
6071,7;10,3;;;;;;;;;;;;
6073,9;10,3;;;;;;;;;;;;
6076;10,2;;;;;;;;;;;;
6077,5;10,7;;;;;;;;;;;;
6078,5;10,4;;;;;;;;;;;;
6078,5;10,2;;;;;;;;;;;;
6079;10,2;;;;;;;;;;;;
6079,1;10,4;;;;;;;;;;;;
6083,5;10,5;;;;;;;;;;;;
6084,6;10,3;;;;;;;;;;;;
6092,5;10,1;;;;;;;;;;;;
6093;10,2;;;;;;;;;;;;
6100;10,2;;;;;;;;;;;;
6100,5;10,3;;;;;;;;;;;;
6106,5;10,3;;;;;;;;;;;;
6106,9;10,4;;;;;;;;;;;;
6107,9;10,3;;;;;;;;;;;;
6108,9;10,4;;;;;;;;;;;;
6109,5;10,3;;;;;;;;;;;;
6111;10,3;;;;;;;;;;;;
6111,9;10,4;;;;;;;;;;;;
6112,6;10,2;;;;;;;;;;;;
6114,5;10,4;;;;;;;;;;;;
6115,5;10,3;;;;;;;;;;;;
6115,5;10,3;;;;;;;;;;;;
6122,5;10,1;;;;;;;;;;;;
6129,5;10,3;;;;;;;;;;;;
6134,5;10,2;;;;;;;;;;;;
6181,9;10,6;;;;;;;;;;;;
6195,9;10,6;;;;;;;;;;;;
6205,5;10,3;;;;;;;;;;;;
6209,9;10,7;;;;;;;;;;;;
6212,9;10,6;;;;;;;;;;;;
6217,9;10,7;;;;;;;;;;;;
6230,8;10,8;;;;;;;;;;;;
6235,9;10,6;;;;;;;;;;;;
6238,4;10,4;;;;;;;;;;;;
6240,9;10,8;;;;;;;;;;;;
6244,8;10,8;;;;;;;;;;;;
6263,7;11,0;;;;;;;;;;;;
6267,8;10,9;;;;;;;;;;;;
6284,7;10,8;;;;;;;;;;;;
6285,3;10,3;;;;;;;;;;;;
6287,7;10,7;;;;;;;;;;;;
6294,7;10,8;;;;;;;;;;;;
6296,7;11,0;;;;;;;;;;;;
6302,9;10,5;;;;;;;;;;;;
6310,7;11,0;;;;;;;;;;;;
6312,6;10,6;;;;;;;;;;;;
6314,6;10,9;;;;;;;;;;;;
6314,7;10,8;;;;;;;;;;;;
6316,6;10,9;;;;;;;;;;;;
6318,6;10,9;;;;;;;;;;;;
6319,7;11,0;;;;;;;;;;;;
6320,6;10,9;;;;;;;;;;;;
6322,6;10,9;;;;;;;;;;;;
6326,1;10,3;;;;;;;;;;;;
6327,8;10,7;;;;;;;;;;;;
6330,7;10,9;;;;;;;;;;;;
6339,7;11,0;;;;;;;;;;;;
6343,6;10,6;;;;;;;;;;;;
6344,7;11,0;;;;;;;;;;;;
6344,8;10,6;;;;;;;;;;;;
6346,7;10,9;;;;;;;;;;;;
6349,6;10,5;;;;;;;;;;;;
6352,7;10,9;;;;;;;;;;;;
6353,1;10,4;;;;;;;;;;;;
6372,7;10,8;;;;;;;;;;;;
6372,7;10,7;;;;;;;;;;;;
6378,7;10,5;;;;;;;;;;;;
6380,7;10,6;;;;;;;;;;;;
6386,7;10,7;;;;;;;;;;;;
6388,2;10,4;;;;;;;;;;;;
6389,7;10,5;;;;;;;;;;;;
6397,7;10,5;;;;;;;;;;;;
6402,7;10,6;;;;;;;;;;;;
6408,8;10,6;;;;;;;;;;;;
6410,7;10,6;;;;;;;;;;;;
6411,2;10,3;;;;;;;;;;;;
6414,7;10,6;;;;;;;;;;;;
6420;10,4;;;;;;;;;;;;
6425,7;10,2;;;;;;;;;;;;
6430,7;10,6;;;;;;;;;;;;
6436,7;10,5;;;;;;;;;;;;
6443,7;10,5;;;;;;;;;;;;
6444,1;10,4;;;;;;;;;;;;
6452,6;10,5;;;;;;;;;;;;
6456,6;10,6;;;;;;;;;;;;
6458,6;10,4;;;;;;;;;;;;
6461;10,4;;;;;;;;;;;;
6463,6;10,4;;;;;;;;;;;;
6465,5;10,4;;;;;;;;;;;;
6468,6;10,5;;;;;;;;;;;;
6472,6;10,6;;;;;;;;;;;;
6475,6;10,6;;;;;;;;;;;;
6487,5;10,3;;;;;;;;;;;;
6490;10,4;;;;;;;;;;;;
6495,5;10,4;;;;;;;;;;;;
6499,5;10,6;;;;;;;;;;;;
6503,5;10,5;;;;;;;;;;;;
6560,5;10,4;;;;;;;;;;;;
6562,9;10,8;;;;;;;;;;;;
6584,9;10,9;;;;;;;;;;;;
6587,9;11,0;;;;;;;;;;;;
6591,4;10,5;;;;;;;;;;;;
6609,8;11,1;;;;;;;;;;;;
6614,4;10,5;;;;;;;;;;;;
6614,8;11,0;;;;;;;;;;;;
6618,9;11,1;;;;;;;;;;;;
6621,8;10,6;;;;;;;;;;;;
6625,9;11,0;;;;;;;;;;;;
6637,8;10,8;;;;;;;;;;;;
6642,8;10,9;;;;;;;;;;;;
6644,8;11,0;;;;;;;;;;;;
6649,2;10,5;;;;;;;;;;;;
6650,7;11,0;;;;;;;;;;;;
6658,9;11,0;;;;;;;;;;;;
6668,7;11,0;;;;;;;;;;;;
6670,1;10,4;;;;;;;;;;;;
6671,2;10,5;;;;;;;;;;;;
6678,6;11,0;;;;;;;;;;;;
6683,6;10,5;;;;;;;;;;;;
6683,7;11,0;;;;;;;;;;;;
6686,7;11,0;;;;;;;;;;;;
6695,7;11,2;;;;;;;;;;;;
6697,7;11,2;;;;;;;;;;;;
6702,7;11,2;;;;;;;;;;;;
6704;10,4;;;;;;;;;;;;
6704,6;11,0;;;;;;;;;;;;
6706,3;10,5;;;;;;;;;;;;
6707,1;10,4;;;;;;;;;;;;
6708,5;10,9;;;;;;;;;;;;
6708,7;11,0;;;;;;;;;;;;
6710,7;11,0;;;;;;;;;;;;
6711,5;10,9;;;;;;;;;;;;
6713,6;10,4;;;;;;;;;;;;
6714;10,4;;;;;;;;;;;;
6714,6;10,3;;;;;;;;;;;;
6717,6;11,0;;;;;;;;;;;;
6724,6;10,6;;;;;;;;;;;;
6725;10,4;;;;;;;;;;;;
6726,6;11,0;;;;;;;;;;;;
6727;10,4;;;;;;;;;;;;
6730,6;11,0;;;;;;;;;;;;
6731,1;10,4;;;;;;;;;;;;
6733,1;10,3;;;;;;;;;;;;
6736,6;11,2;;;;;;;;;;;;
6736,7;10,6;;;;;;;;;;;;
6753,6;11,2;;;;;;;;;;;;
6755,7;10,9;;;;;;;;;;;;
6758,5;10,7;;;;;;;;;;;;
6758,6;11,1;;;;;;;;;;;;
6759,6;10,4;;;;;;;;;;;;
6761,5;11,0;;;;;;;;;;;;
6765,6;11,0;;;;;;;;;;;;
6766,5;11,0;;;;;;;;;;;;
6769,2;10,4;;;;;;;;;;;;
6769,6;11,0;;;;;;;;;;;;
6772,6;11,0;;;;;;;;;;;;
6779,6;11,0;;;;;;;;;;;;
6785,6;10,7;;;;;;;;;;;;
6788;10,4;;;;;;;;;;;;
6791;10,4;;;;;;;;;;;;
6791,5;10,8;;;;;;;;;;;;
6794,5;10,9;;;;;;;;;;;;
6800,5;10,7;;;;;;;;;;;;
6804,5;11,0;;;;;;;;;;;;
6815,1;10,4;;;;;;;;;;;;
6815,6;11,0;;;;;;;;;;;;
6820,5;10,8;;;;;;;;;;;;
6821,5;10,7;;;;;;;;;;;;
6824,5;10,7;;;;;;;;;;;;
6829;10,3;;;;;;;;;;;;
6835,6;10,6;;;;;;;;;;;;
6841,5;10,6;;;;;;;;;;;;
6844,5;10,8;;;;;;;;;;;;
6846;10,4;;;;;;;;;;;;
6851,5;10,9;;;;;;;;;;;;
6852,5;10,8;;;;;;;;;;;;
6856,5;10,8;;;;;;;;;;;;
6858,5;10,6;;;;;;;;;;;;
6864,5;10,7;;;;;;;;;;;;
6913,9;10,5;;;;;;;;;;;;
6943,9;11,1;;;;;;;;;;;;
6949,9;11,1;;;;;;;;;;;;
6952,4;10,6;;;;;;;;;;;;
6975,4;10,5;;;;;;;;;;;;
6977,9;11,3;;;;;;;;;;;;
6981,9;11,4;;;;;;;;;;;;
6998,3;10,4;;;;;;;;;;;;
6999,9;11,2;;;;;;;;;;;;
7001,8;11,4;;;;;;;;;;;;
7013,9;11,2;;;;;;;;;;;;
7026,7;11,6;;;;;;;;;;;;
7027,2;10,4;;;;;;;;;;;;
7032,7;11,5;;;;;;;;;;;;
7037,8;11,4;;;;;;;;;;;;
7040,7;11,3;;;;;;;;;;;;
7051,7;11,5;;;;;;;;;;;;
7056,8;11,5;;;;;;;;;;;;
7059,1;10,5;;;;;;;;;;;;
7059,7;11,6;;;;;;;;;;;;
7062,7;10,7;;;;;;;;;;;;
7065,7;11,6;;;;;;;;;;;;
7080,7;11,6;;;;;;;;;;;;
7085,7;11,6;;;;;;;;;;;;
7093,9;11,4;;;;;;;;;;;;
7095,6;10,8;;;;;;;;;;;;
7096,2;10,4;;;;;;;;;;;;
7107,7;11,2;;;;;;;;;;;;
7114,1;10,5;;;;;;;;;;;;
7114,7;11,5;;;;;;;;;;;;
7114,7;10,7;;;;;;;;;;;;
7123,2;10,4;;;;;;;;;;;;
7126,7;11,3;;;;;;;;;;;;
7128,6;10,8;;;;;;;;;;;;
7129,1;10,4;;;;;;;;;;;;
7137,7;11,3;;;;;;;;;;;;
7139,7;11,4;;;;;;;;;;;;
7147,7;11,3;;;;;;;;;;;;
7149,1;10,4;;;;;;;;;;;;
7156,2;10,3;;;;;;;;;;;;
7158,7;11,2;;;;;;;;;;;;
7165,5;10,8;;;;;;;;;;;;
7168,7;11,2;;;;;;;;;;;;
7172,7;11,1;;;;;;;;;;;;
7177,7;11,1;;;;;;;;;;;;
7196,7;11,4;;;;;;;;;;;;
7203;10,4;;;;;;;;;;;;
7205,5;10,7;;;;;;;;;;;;
7205,7;11,0;;;;;;;;;;;;
7210,7;11,2;;;;;;;;;;;;
7214;10,3;;;;;;;;;;;;
7214,7;11,2;;;;;;;;;;;;
7224,7;11,1;;;;;;;;;;;;
7234,6;10,8;;;;;;;;;;;;
7266,9;11,2;;;;;;;;;;;;
7273,9;11,3;;;;;;;;;;;;
7279,9;11,4;;;;;;;;;;;;
7297,5;10,6;;;;;;;;;;;;
