Tiempo desde erupcion (d);Magnitud
507,51;9
507,6;9,4
507,7;9,6
508,4;9
508,5;9,1
508,5;9,3
508,59;9,2
508,6;9,2
508,7;9
509,33;9,5
509,48;9,1
510,4;9
510,41;9,5
510,49;9,8
510,6;9,5
510,7;9,2
510,7;9,8
510,73;9,5
511,4;9
511,48;8,9
511,49;9,5
511,5;9,4
511,7;9,6
512,46;9,5
512,7;9,3
512,7;9,5
513,24;9,4
513,5;9,7
514,24;9,5
514,35;9,2
514,6;9
514,7;9,3
514,7;9,5
515,53;9,5
515,6;9,7
515,6;9,3
515,7;9,3
515,7;9,7
516,5;9,3
516,5;9,6
516,53;9,6
516,56;9,6
516,56;9,7
516,6;9
516,6;9,3
517,1;9,6
517,29;9,3
517,4;9,1
517,5;9,3
517,5;9,4
517,5;9,6
517,6;9,4
517,7;9,4
518,4;9,2
518,5;8,9
518,5;9,5
518,5;9,6
518,6;9,4
518,7;9,6
519,29;9,4
519,59;9,1
519,7;9,3
520,4;9,3
521,25;9,5
521,31;9,5
521,35;9,4
521,5;9,2
521,5;9,3
521,6;9,6
522,37;9,2
523,25;9,5
523,31;9,3
523,38;9,6
524,33;9,3
524,4;9,3
524,5;9,5
524,7;9,5
524,71;9,3
525,25;9,6
525,26;9,5
525,5;9,6
525,5;9,3
525,5;9,6
525,54;9,6
525,6;8,9
525,6;9,4
526,6;9,8
527,25;9,6
527,6;9,8
531,5;9,7
531,5;9,4
531,6;9,5
531,7;9,5
532,37;9,4
533,47;9,7
534,6;9,9
534,68;9,6
534,7;9,9
535,1;9,6
535,25;9,7
535,5;9,2
536,7;9,7
537,24;9,7
537,5;9,4
537,5;9,8
537,5;9,5
537,6;9,2
537,6;9,8
538,5;9,5
538,5;9,5
538,5;9,3
538,6;10,1
538,6;9,6
538,6;9,6
539,5;10,2
539,51;9,8
539,6;10
539,7;9,8
540,7;9,7
541,1;9,3
542,25;9,7
542,31;9,9
542,5;10,4
542,5;9,5
543,23;9,8
543,42;9,8
543,5;9,3
544,25;9,7
544,4;9,4
544,41;9,9
545,3;9,7
545,37;9,9
546,2;9,5
546,69;9,6
547,3;9,6
547,3;9,7
550,2;9,7
550,5;9,6
550,5;10,3
550,5;9,5
550,5;9,9
550,6;9,7
550,6;9,9
550,6;9,7
550,7;9,5
551,4;10
551,5;9,5
552,52;10
553,22;9,5
554,3;10
554,38;10,1
557,37;10
557,5;9,5
557,7;10
561,39;10
561,5;9,5
561,5;10,1
561,5;9,5
561,5;9,5
561,5;9,6
563,3;9,8
563,5;10,2
563,5;9,6
563,5;9,5
563,5;9,6
564,3;9,8
564,5;9,5
564,5;9,9
564,6;9,8
564,72;10,1
565,3;9,5
565,3;9,8
565,7;10,1
566,41;10
566,5;10,1
566,5;9,5
567,3;9,7
567,5;9,5
568,3;9,8
568,5;9,7
569,22;10
570,22;10,1
570,5;10,1
570,6;10,2
571,3;9,9
571,33;9,9
571,6;9,9
571,6;10,1
573,3;9,9
574,4;10
575,3;9,6
575,3;9,9
575,5;9,8
575,5;9,6
575,6;10
576,5;9,5
576,5;9,9
576,6;10,1
577,3;9,9
577,32;10
577,5;9,8
577,5;9,5
577,6;10,1
579,3;9,9
579,6;9,8
579,7;10,1
580,3;10
581,24;9,7
581,6;10,1
582,5;10
582,53;10
582,6;9,9
582,6;9,7
582,61;9,9
584,5;9,9
584,53;10,2
584,6;10,1
588,57;10,1
590,54;10,2
591,23;10,2
591,6;9,8
592,5;9,8
593,3;9,8
593,6;10,2
593,6;9,8
594,3;9,9
594,5;9,9
594,6;10,2
598,7;10,3
599,3;9,9
600,6;10,3
600,6;9,8
602,6;9,8
603,6;9,8
604,6;10,3
605,3;10
606,3;10
607,3;10
613,6;10,2
615,6;9,9
630,6;10,6
632,6;10,6
636,6;9,9
636,8;10,3
640,6;10,2
640,8;9,6
640,8;10,3
652,7;10,5
653,7;10,4
654,7;10,3
655,57;10,7
655,6;10,4
656,55;10,6
656,6;10,3
656,7;10,3
657,8;10,2
659,51;10,6
660,8;10,1
661,6;10,7
661,8;10,1
662,55;10,6
663,7;10
664,8;10,5
666,51;10,6
667,6;10,7
669,6;10,4
669,7;10,4
670,6;10,3
671,8;10,3
672,6;10,3
673,52;10,7
673,6;10,3
674,7;10,4
675,52;10,7
677,51;10,8
677,6;10,6
681,48;10,9
681,5;10,7
681,6;10,5
682,53;10,8
682,6;10,3
683,5;10,7
683,51;10,8
683,6;10,4
684,5;10,7
685,51;10,7
685,6;10,4
686,6;10,6
686,7;10,2
687,5;10,7
687,6;10,5
687,6;10,9
687,7;10,3
689,57;10,7
690,53;10,7
691,6;10,7
691,6;10,4
693,5;10,8
693,6;10,1
693,6;10,2
694,5;10,8
694,52;10,8
695,6;10
696,5;10,8
696,6;10,5
696,6;10,4
696,7;10,5
696,8;10,5
697,5;10,8
697,54;10,9
697,6;10,6
697,7;10,4
697,7;10,4
698,6;10,8
699,6;9,9
699,7;10,6
700,6;9,9
700,6;10,4
700,8;11
709,6;10
710,5;11
710,6;10,4
711,5;10,9
712,7;11,8
713,48;11
713,6;10,5
714,5;10,9
715,8;10,8
716,55;11,1
716,6;10,4
716,6;10,4
717,54;11,1
717,8;10,8
718,53;11,1
718,7;10,7
719,7;10,7
719,8;10,9
720,5;10,9
720,53;11,1
720,6;10,5
721,6;10,8
721,6;10,6
721,6;10,4
721,8;10,6
722,6;11,2
723,5;11,2
723,7;11,1
724,5;10,9
725,5;11
725,7;10,5
725,7;10,7
726,5;11
726,6;10,5
727,7;10,5
729,43;11,3
730,6;10,8
730,7;10,6
731,6;10,2
732,55;11,2
732,8;10,8
732,8;10,3
733,51;11,3
733,6;10,5
733,7;10,8
734,6;11,4
735,47;11,3
735,6;11,4
735,6;10,4
740,6;10,7
740,7;10,9
741,6;10,9
742,4;10,9
742,6;10,6
742,6;10,6
742,8;10,9
743,54;11,2
743,7;10,6
745,49;11,3
745,7;10,5
746,6;10,6
746,8;11
747,5;10,9
747,6;11,4
747,6;10,6
747,6;10,5
748,6;10,9
748,6;10,6
748,8;10,8
748,8;11
749,57;11,1
749,6;11,3
749,7;10,8
750,6;11,3
750,6;10,3
750,6;10,5
750,7;10,1
751,2;10,1
751,5;11
752,52;11,4
753,58;11,4
755,5;11
755,51;11,4
755,6;10,6
755,7;11,2
755,7;10,3
755,7;10,3
756,6;10,5
757,5;11
758,6;10,7
758,6;11,4
759,6;10,7
760,5;11
760,6;10,7
760,6;10,7
760,6;11,4
760,6;10,7
760,7;10,7
760,8;11,3
762,5;11
765,4;11,1
765,6;10,8
765,6;11,6
767,6;11,4
768,6;11,5
770,7;10,4
771,6;11,4
771,6;10
773,49;11,2
774,49;11,3
774,6;10,3
774,7;10,4
774,8;10,8
775,7;10,9
777,41;11,4
777,6;10,9
777,6;11,1
777,6;10,9
777,6;11,3
778,4;11,3
778,42;11,4
778,6;11
778,6;10,7
779,4;11,3
780,5;11,4
782,42;11,7
782,7;10,4
782,8;11,4
783,41;11,7
783,7;10,4
784,47;11,6
784,6;11,4
784,7;10,9
785,4;11,3
785,45;11,3
785,6;11,2
785,6;11,6
785,8;11,4
786,6;11,2
786,6;10,2
786,7;11,3
787,6;10,3
787,6;11,2
787,6;11,3
788,36;11,4
790,4;11,3
790,6;11,7
790,6;10
791,5;11,4
791,55;11,4
791,6;11,3
791,6;10,4
791,8;11,8
792,6;11,2
792,7;10,5
793,6;11,2
793,7;10,7
793,9;11,4
794,4;11,6
794,6;11,3
794,6;11,5
795,6;11,6
796,6;11,2
797,6;11,2
797,7;10,8
798,6;11,6
799,34;11,4
799,6;11,6
800,37;11,4
800,5;10,9
800,6;11,3
800,6;11,4
801,6;11,3
802,4;11,5
802,6;11,6
802,8;11,2
802,8;11,2
803,39;11,4
803,6;11,1
803,7;11,2
804,6;11,2
805,32;11,4
805,7;11,5
806,5;10,7
806,6;11,3
806,6;11,6
806,6;11,6
807,4;11,4
807,6;11,2
807,6;11,4
807,6;11,4
807,6;11,5
808,4;11,4
808,5;11,4
809,4;11,6
810,6;11,5
811,6;10,6
811,7;9,9
812,56;11,4
812,6;11,5
813,6;11,3
813,6;11,2
814,6;11,3
817,6;11,4
817,7;11,3
818,6;11,4
819,44;11,6
819,6;11,5
828,68;11,4
829,6;11,3
831,55;11,6
831,6;11,4
831,6;11,4
832,6;11,6
833,6;11,2
834,6;11,6
835,4;11,5
835,7;11,4
835,8;11,7
836,58;11,5
836,6;11,5
837,56;11,6
837,6;11,5
837,6;11,6
838,1;10,1
838,6;11,1
838,6;11,5
838,6;11,6
838,7;11,6
839,6;11,6
841,6;11,3
841,6;11,6
841,6;12
842,56;11,5
842,6;11,7
842,6;11,8
843,6;11,3
844,5;11,7
844,6;11,4
844,6;11,3
844,6;11,7
844,7;11,5
846,6;11,5
847,6;11,7
847,6;11,5
847,6;11,4
847,6;11,6
848,7;11,7
849,6;11,6
850,6;11,6
851,57;11,4
856,6;11,7
858,6;11,6
859,5;11,8
859,6;11,4
859,6;11,6
859,6;11,6
860,6;11,6
860,7;11,4
861,5;12,1
861,7;11,5
862,7;11,7
862,7;11,6
863,6;11,3
863,6;11,6
864,6;11,5
864,6;11,6
865,59;11,9
866,46;11,9
866,6;11,7
867,6;11,6
867,6;11,7
867,6;11,8
868,5;11,5
868,6;11,4
868,6;11,7
869,7;11,6
870,6;11,3
870,6;11,4
870,7;11,8
871,6;11,7
871,6;11,8
872,6;11,7
874,6;11,6
874,7;11,2
875,6;10,1
875,6;11,7
877,5;11,7
877,6;11,5
878,5;11,6
878,6;11,7
878,6;11,7
879,6;11,7
879,6;11,8
880,27;12
882,7;11,7
887,5;11,8
888,41;12,2
888,6;11,4
889,7;10,5
890,6;11,7
890,6;11,8
890,6;11,7
893,6;11,7
894,5;11,6
895,6;11,7
896,7;12
897,6;12,1
900,68;12,3
901,5;11,5
902,43;12,4
902,5;11,7
902,6;11,4
902,6;11,7
902,6;11,8
903,6;11,7
903,6;11,6
904,5;11,6
904,5;11,8
904,6;11,9
905,6;11,8
907,5;11,8
908,6;11,5
908,6;11,4
918,6;11,5
919,6;12,2
919,6;11,8
922,5;11,6
925,5;11,8
925,7;11
926,5;11,7
926,6;11,8
931,5;11,7
931,51;12
931,6;11,9
937,5;11,5
949,34;12,6
950,6;11,5
951,31;12,7
955,9;11,9
958,7;12,2
959,4;12,7
959,66;12,7
959,7;11,7
979,4;12
982,41;12
982,5;11,9
982,8;12,2
984,6;11,8
985,6;11,8
