Tiempo desde erupcion (d);Magnitud
12,684822;10,185
12,685354;10,189
12,685887;10,17
12,686419;10,181
12,686951;10,166
12,687495;10,164
12,688028;10,179
12,68856;10,19
12,689093;10,173
12,80912;10,234
12,81097;10,256
12,81281;10,25
12,81465;10,248
12,81649;10,234
12,81833;10,249
12,82019;10,238
12,822;10,255
12,82384;10,26
12,82568;10,259
12,82752;10,271
12,82934;10,245
12,83117;10,247
12,83302;10,25
12,83486;10,237
12,8367;10,268
12,83857;10,252
12,84041;10,254
12,84223;10,238
12,84662;10,249
13,51492;10,132
13,515545;10,173
13,51617;10,171
13,516795;10,16
13,517385;10,101
13,51801;10,099
13,518635;10,142
13,519237;10,18
13,519874;10,132
13,520487;10,171
13,521089;10,164
13,521714;10,147
13,522339;10,152
13,522953;10,179
13,523566;10,177
13,524179;10,171
13,524793;10,153
13,525406;10,138
13,52602;10,19
13,526645;10,115
13,527258;10,156
13,527883;10,149
13,528508;10,147
13,529133;10,167
13,529723;10,086
13,530337;10,073
13,53095;10,177
13,531564;10,241
13,5322;10,205
13,532825;10,189
13,53345;10,142
13,534075;10,187
13,5347;10,113
13,535325;10,175
13,53595;10,147
13,536564;10,139
13,537189;10,163
13,537814;10,153
13,538439;10,174
13,539064;10,198
13,539689;10,172
13,540314;10,125
13,540939;10,141
13,541552;10,133
13,542177;10,126
13,542802;10,127
13,543427;10,129
13,54404;10,153
13,544654;10,157
13,545279;10,128
13,545904;10,157
13,546517;10,143
13,547142;10,126
13,547767;10,146
13,548381;10,165
13,548983;10,142
13,549584;10,129
13,550209;10,162
13,550834;10,151
13,551459;10,145
13,552084;10,13
13,552709;10,118
13,553334;10,114
13,553948;10,148
13,554561;10,1
13,555186;10,166
13,555823;10,169
13,556436;10,142
13,55705;10,169
13,557675;10,21
13,558288;10,155
13,558913;10,142
13,559538;10,128
13,560152;10,183
13,560765;10,165
13,561367;10,105
13,56198;10,112
13,562605;10,204
13,56323;10,072
13,563832;10,13
13,564446;10,154
13,565059;10,14
13,565672;10,13
13,566575;10,181
13,5672;10,091
13,567825;10,143
13,56845;10,124
13,569064;10,124
13,569689;10,253
13,570915;10,08
13,571529;10,158
13,572767;10,145
13,573381;10,13
13,573994;10,135
13,574619;10,12
13,575233;10,123
13,575834;10,034
13,576459;10,152
13,577073;10,156
13,577709;10,201
13,578323;10,139
13,578936;10,15
13,579561;10,148
13,580186;10,207
13,5808;10,141
13,581413;10,192
13,582027;10,156
13,58264;10,076
13,58448;10,108
13,585094;10,103
13,585707;10,127
13,586321;10,119
13,586934;10,159
13,587559;10,143
13,588786;10,221
13,589411;10,101
13,590024;10,058
13,591263;10,201
13,591876;10,144
13,59249;10,026
13,593103;10,143
13,593716;10,073
13,594341;10,195
13,594955;9,992
13,595568;10,168
13,596193;10,154
13,596807;10,132
13,59742;10,281
13,598057;10,191
13,59867;10,288
13,599295;10,129
13,600545;10,097
13,601784;10,127
13,602397;10,065
13,603635;10,077
13,60426;10,099
13,604874;10,236
13,605487;10,115
13,606112;10,185
13,606726;10,13
13,607351;10,159
13,607964;10,169
13,608589;10,151
13,609203;10,147
13,609816;10,117
13,610429;10,214
13,611668;10,197
13,612281;10,167
13,612895;10,127
13,618473;10,177
13,619098;10,092
13,619712;10,104
13,620337;10,154
13,62095;9,952
13,621564;10,176
13,622189;10,241
13,622802;10,167
13,623415;10,168
13,626494;10,183
13,627119;10,21
13,627744;10,21
13,629596;10,217
13,630209;10,215
13,630823;10,153
13,631448;10,222
13,632061;10,148
13,632675;10,182
13,6333;10,23
13,633925;10,219
13,634538;10,229
13,635163;10,209
13,635777;10,218
13,63639;10,205
13,637015;10,245
13,637628;10,217
13,638242;10,16
13,638855;10,31
13,640105;10,01
13,641332;10,241
13,641969;10,229
13,642594;10,25
13,643219;10,19
13,643844;10,175
13,644469;10,245
13,645082;10,215
13,645696;10,246
13,646321;10,22
13,646946;10,196
13,647571;10,312
13,648196;10,22
13,648821;10,2
13,649446;10,175
13,650059;10,312
13,650672;10,283
13,651922;10,246
13,652547;10,128
13,653172;10,162
13,664307;10,285
13,66492;10,074
13,673624;10,312
13,674237;10,314
13,674851;10,425
13,675464;10,227
13,676078;10,343
13,676703;10,307
13,677339;10,114
13,677964;10,229
13,678578;10,26
13,679191;10,154
13,679816;10,216
13,680441;10,144
13,682328;10,357
13,683566;10,197
13,684203;10,198
13,684828;10,317
13,685441;10,182
13,686679;10,388
13,687316;10,169
13,687941;10,246
13,688554;10,416
13,689191;10,519
13,81795;10,22
13,81991;10,23
13,82189;10,248
13,82383;10,229
13,82577;10,239
13,8277;10,253
13,82968;10,244
13,83164;10,233
13,83359;10,24
13,83556;10,236
13,83752;10,238
13,83948;10,251
13,84144;10,242
13,84338;10,248
13,84535;10,249
13,84728;10,252
13,84925;10,245
13,85122;10,243
13,85583;10,267
13,95726;10,283
14,512466;10,302
14,51308;10,321
14,513705;10,326
14,51433;10,34
14,514943;10,333
14,515557;10,313
14,516182;10,319
14,516807;10,322
14,51742;10,347
14,518034;10,344
14,518659;10,334
14,519272;10,331
14,519897;10,342
14,520522;10,36
14,521147;10,333
14,521772;10,339
14,522374;10,326
14,522987;10,35
14,523612;10,325
14,524226;10,339
14,524851;10,333
14,525476;10,327
14,526089;10,324
14,526714;10,332
14,527328;10,342
14,527941;10,328
14,528554;10,351
14,529168;10,329
14,529781;10,324
14,530406;10,351
14,53102;10,342
14,531645;10,348
14,532258;10,339
14,532871;10,334
14,533473;10,325
14,534098;10,329
14,534712;10,345
14,535325;10,337
14,53595;10,307
14,536564;10,322
14,537177;10,34
14,53779;10,327
14,538415;10,369
14,539029;10,321
14,539654;10,358
14,540279;10,342
14,540904;10,351
14,541529;10,323
14,542154;10,326
14,542779;10,34
14,543404;10,32
14,544029;10,333
14,544654;10,324
14,545279;10,334
14,545892;10,342
14,546506;10,337
14,547119;10,338
14,547733;10,333
14,548358;10,347
14,548994;10,338
14,549619;10,321
14,550233;10,335
14,550846;10,332
14,551471;10,334
14,552108;10,316
14,552733;10,309
14,553358;10,346
14,553983;10,362
14,554608;10,349
14,555233;10,342
14,555846;10,364
14,556471;10,348
14,557073;10,385
14,557709;10,317
14,558334;10,357
14,558948;10,35
14,559573;10,344
14,560198;10,346
14,560823;10,315
14,561436;10,338
14,562061;10,334
14,562686;10,342
14,563578;10,333
14,564191;10,34
14,564828;10,356
14,565453;10,346
14,566078;10,347
14,566691;10,348
14,567316;10,32
14,567929;10,369
14,568543;10,347
14,569168;10,337
14,569781;10,337
14,570406;10,348
14,571031;10,365
14,571656;10,36
14,57227;10,337
14,572895;10,326
14,573508;10,348
14,574133;10,357
14,574746;10,351
14,575371;10,353
14,575985;10,366
14,57661;10,334
14,577235;10,333
14,577871;10,343
14,578485;10,338
14,579098;10,337
14,579735;10,291
14,58036;10,346
14,580985;10,334
14,581598;10,311
14,582212;10,306
14,582825;10,358
14,583439;10,334
14,584052;10,364
14,584677;10,328
14,58529;10,332
14,585915;10,345
14,586529;10,308
14,587142;10,345
14,587756;10,328
14,588369;10,332
14,588983;10,323
14,589596;10,334
14,590221;10,342
14,590834;10,334
14,591448;10,325
14,592061;10,331
14,592686;10,359
14,593288;10,342
14,593913;10,354
14,594527;10,343
14,595152;10,348
14,595765;10,336
14,59639;10,331
14,597003;10,306
14,597628;10,331
14,598253;10,331
14,598867;10,322
14,599469;10,341
14,600094;10,32
14,600707;10,34
14,601321;10,319
14,601934;10,33
14,602536;10,314
14,603161;10,331
14,603774;10,34
14,604399;10,348
14,605013;10,311
14,605638;10,338
14,606263;10,329
14,606888;10,33
14,607501;10,324
14,608115;10,311
14,608728;10,317
14,609353;10,329
14,609966;10,325
14,610591;10,317
14,611205;10,317
14,611818;10,316
14,612443;10,32
14,613057;10,329
14,61367;10,334
14,614284;10,328
14,614897;10,322
14,615522;10,32
14,616135;10,309
14,61676;10,314
14,617397;10,316
14,617999;10,314
14,618624;10,288
14,619249;10,312
14,619851;10,347
14,620476;10,291
14,621101;10,306
14,621737;10,292
14,622351;10,337
14,622976;10,303
14,623601;10,303
14,624214;10,312
14,624839;10,343
14,625453;10,305
14,626078;10,304
14,626703;10,308
14,627316;10,317
14,627941;10,333
14,628566;10,304
14,629179;10,24
14,629804;10,254
14,630429;10,363
14,631054;10,344
14,631668;10,371
14,632293;10,3
14,632918;9,985
14,633531;10,353
14,634133;10,241
14,634758;10,327
14,635383;10,481
14,636008;10,216
14,63661;10,394
14,637235;10,371
14,63786;10,334
14,638485;10,305
14,639087;10,256
14,639712;10,29
14,640337;10,312
14,640962;10,291
14,641575;10,305
14,642189;10,299
14,642814;10,319
14,643427;10,328
14,64404;10,307
14,644665;10,298
14,64529;10,321
14,645915;10,288
14,646529;10,325
14,647142;10,327
14,647756;10,318
14,648381;10,313
14,648994;10,311
14,649608;10,33
14,650233;10,326
14,650846;10,348
14,651459;10,318
14,652084;10,325
14,652709;10,314
14,653334;10,335
14,653959;10,341
14,654584;10,292
14,655209;10,291
14,655823;10,325
14,656436;10,34
14,65705;10,333
14,657675;10,349
14,6583;10,307
14,658925;10,308
14,65955;10,317
14,660175;10,327
14,6608;10,316
14,661425;10,348
14,66205;10,332
14,662675;10,334
14,6633;10,335
14,663925;10,328
14,66455;10,328
14,665175;10,324
14,6658;10,335
14,666425;10,327
14,66705;10,33
14,667675;10,353
14,6683;10,328
14,668913;10,329
14,669538;10,327
14,670163;10,326
14,670788;10,325
14,671402;10,317
14,672015;10,361
14,67264;10,346
14,673253;10,322
14,673867;10,343
14,67448;10,347
14,675105;10,332
14,675719;10,325
14,676332;10,331
14,676946;10,336
14,677582;10,352
14,678207;10,346
14,678832;10,347
14,679457;10,336
14,680071;10,348
14,680696;10,335
14,681321;10,354
14,681946;10,361
14,682582;10,357
14,683207;10,356
14,683832;10,357
14,684457;10,361
14,685071;10,348
14,685707;10,343
14,686332;10,342
14,686957;10,348
14,687582;10,359
14,688207;10,35
14,688832;10,361
14,689457;10,352
14,80278;10,345
14,8047;10,347
14,80663;10,333
14,8086;10,347
14,81052;10,342
14,81243;10,338
14,81435;10,347
14,8163;10,352
14,81824;10,339
14,82023;10,333
14,82213;10,348
14,82408;10,345
14,82605;10,362
14,828;10,342
14,82993;10,354
14,83185;10,344
14,83377;10,338
14,83571;10,354
15,42917;10,107
15,509492;10,468
15,510094;10,46
15,510719;10,445
15,511344;10,473
15,511969;10,429
15,512594;10,443
15,513219;10,436
15,513844;10,459
15,514446;10,454
15,515071;10,448
15,515696;10,437
15,516321;10,439
15,516946;10,438
15,517582;10,443
15,518196;10,427
15,518809;10,454
15,519434;10,42
15,520059;10,425
15,520684;10,435
15,521309;10,436
15,521946;10,434
15,522571;10,424
15,523196;10,42
15,523821;10,417
15,524446;10,425
15,525071;10,409
15,525696;10,43
15,526321;10,437
15,526946;10,439
15,527571;10,415
15,528196;10,433
15,528821;10,43
15,529446;10,408
15,530071;10,411
15,530696;10,393
15,531321;10,437
15,531946;10,439
15,532571;10,426
15,533196;10,418
15,533821;10,415
15,534446;10,46
15,535071;10,439
15,535696;10,422
15,536321;10,408
15,536946;10,404
15,537571;10,398
15,538196;10,413
15,538821;10,407
15,539446;10,398
15,540071;10,395
15,540707;10,433
15,541321;10,408
15,541946;10,414
15,542571;10,417
15,543207;10,41
15,543821;10,417
15,544457;10,426
15,545082;10,411
15,545707;10,407
15,546344;10,425
15,546957;10,423
15,547582;10,401
15,548207;10,441
15,548832;10,394
15,549446;10,389
15,550082;10,405
15,550707;10,417
15,551344;10,433
15,551969;10,422
15,552605;10,429
15,55323;10,421
15,553855;10,413
15,55448;10,405
15,555105;10,407
15,55573;10,396
15,556355;10,405
15,55698;10,402
15,557605;10,407
15,558242;10,416
15,558867;10,395
15,55948;10,422
15,560094;10,424
15,5947;10,42
15,595337;10,429
15,595973;10,421
15,596598;10,439
15,597223;10,427
15,597848;10,424
15,598473;10,418
15,599098;10,435
15,599723;10,438
15,60036;10,415
15,601008;10,42
15,601633;10,43
15,60227;10,437
15,602906;10,44
15,603543;10,426
15,604179;10,408
15,604828;10,434
15,605453;10,41
15,606101;10,416
15,60676;10,409
15,607385;10,426
15,608034;10,406
15,608682;10,412
15,609307;10,425
15,609943;10,394
15,610603;10,383
15,611228;10,413
15,611865;10,424
15,612501;10,437
15,613138;10,418
15,613774;10,431
15,614422;10,433
15,615059;10,412
15,615707;10,435
15,616344;10,442
15,61698;10,419
15,617605;10,422
15,618242;10,416
15,61889;10,397
15,619515;10,435
15,62014;10,424
15,620765;10,418
15,621402;10,423
15,62205;10,406
15,622686;10,413
15,623323;10,414
15,623971;10,388
15,624596;10,395
15,625233;10,405
15,625881;10,397
15,626517;10,4
15,627165;10,398
15,62779;10,402
15,628427;10,406
15,629075;10,402
15,6297;10,429
15,630348;10,377
15,630973;10,405
15,63161;10,393
15,632246;10,399
15,632883;10,402
15,633531;10,413
15,634168;10,406
15,634804;10,411
15,635441;10,409
15,636089;10,423
15,636726;10,405
15,637374;10,403
15,638034;10,406
15,638659;10,402
15,639307;10,4
15,639932;10,38
15,64058;10,403
15,641205;10,419
15,641853;10,429
15,642501;10,425
15,643126;10,406
15,643774;10,416
15,644422;10,414
15,645047;10,423
15,645696;10,431
15,646321;10,396
15,646969;10,416
15,647605;10,41
15,648253;10,411
15,648902;10,403
15,64955;10,422
15,650175;10,41
15,650823;10,426
15,651471;10,382
15,652119;10,427
15,652744;10,398
15,653392;10,417
15,65404;10,437
15,654677;10,423
15,655325;10,42
15,655973;10,419
15,656621;10,425
15,657246;10,418
15,657895;10,44
15,658543;10,446
15,659191;10,446
15,659839;10,436
15,660487;10,446
15,661135;10,441
15,661784;10,466
15,662409;10,434
15,663045;10,448
15,663693;10,425
15,664341;10,439
15,66499;10,441
15,665626;10,434
15,666274;10,457
15,666911;10,433
15,667547;10,438
15,668207;10,448
15,668855;10,513
15,669503;10,426
15,67014;10,441
15,670788;10,46
15,671436;10,439
15,672084;10,462
15,672733;10,444
15,673392;10,438
15,67404;10,416
15,674689;10,43
15,675325;10,426
15,675962;10,442
15,676621;10,448
15,67727;10,45
15,677906;10,436
15,678566;10,44
15,679203;10,446
15,679851;10,427
15,680499;10,451
15,681135;10,441
15,681795;10,446
15,682432;10,446
15,68308;10,441
15,683728;10,435
15,684376;10,456
15,685013;10,448
15,685661;10,426
15,686309;10,432
15,686946;10,458
15,687605;10,416
15,688253;10,436
15,688913;10,451
15,68955;10,442
15,690209;10,406
15,84093;10,379
15,84287;10,357
15,8448;10,363
15,84673;10,361
15,84867;10,349
15,85064;10,38
15,85258;10,369
15,85453;10,36
15,85645;10,376
15,85842;10,37
15,86035;10,357
15,86229;10,389
15,86426;10,369
15,86619;10,369
15,86813;10,378
15,87009;10,369
15,87204;10,377
15,87399;10,37
15,87859;10,384
16,506691;10,433
16,507316;10,447
16,507941;10,452
16,508554;10,437
16,509179;10,435
16,509804;10,443
16,510429;10,458
16,511054;10,448
16,511679;10,451
16,512304;10,446
16,512929;10,44
16,513554;10,462
16,514179;10,458
16,514804;10,46
16,515429;10,445
16,516054;10,443
16,516691;10,445
16,517304;10,457
16,517941;10,446
16,518554;10,45
16,519179;10,452
16,519793;10,454
16,520418;10,446
16,521043;10,468
16,521668;10,462
16,522293;10,44
16,522918;10,442
16,523543;10,453
16,524168;10,457
16,524793;10,451
16,525418;10,458
16,526043;10,464
16,526679;10,456
16,527293;10,463
16,527918;10,465
16,528531;10,446
16,529145;10,447
16,52977;10,468
16,530395;10,457
16,531031;10,452
16,531645;10,442
16,53227;10,466
16,532895;10,469
16,533531;10,464
16,534145;10,463
16,53477;10,492
16,535395;10,462
16,53602;10,47
16,536656;10,459
16,53727;10,471
16,537895;10,478
16,53852;10,469
16,539145;10,481
16,53977;10,467
16,540406;10,471
16,54102;10,482
16,541645;10,49
16,54227;10,483
16,542906;10,488
16,54352;10,468
16,544133;10,482
16,544758;10,471
16,545383;10,477
16,546031;10,469
16,546656;10,469
16,54727;10,477
16,547883;10,486
16,548508;10,487
16,549133;10,488
16,549758;10,483
16,550383;10,491
16,55102;10,483
16,551633;10,477
16,55227;10,492
16,552895;10,479
16,55352;10,492
16,554145;10,479
16,554781;10,483
16,555395;10,484
16,55602;10,48
16,556645;10,476
16,557281;10,492
16,572038;10,49
16,573288;10,491
16,573925;10,495
16,57455;10,503
16,575186;10,495
16,5758;10,491
16,576436;10,507
16,577061;10,488
16,577698;10,493
16,578311;10,485
16,578948;10,488
16,579573;10,478
16,580209;10,496
16,580834;10,494
16,581772;10,498
16,582397;10,507
16,583022;10,525
16,583647;10,514
16,584272;10,506
16,584897;10,52
16,585522;10,501
16,586147;10,521
16,586784;10,534
16,58742;10,505
16,588057;10,502
16,588682;10,525
16,589307;10,516
16,589932;10,497
16,590568;10,513
16,591205;10,502
16,59183;10,497
16,592455;10,518
16,593091;10,518
16,593728;10,505
16,594353;10,511
16,59499;10,522
16,595649;10,503
16,596274;10,498
16,596899;10,504
16,597536;10,508
16,598161;10,499
16,598809;10,484
16,599446;10,506
16,600082;10,499
16,600719;10,516
16,601344;10,519
16,601969;10,509
16,602594;10,516
16,603219;10,513
16,603855;10,514
16,604492;10,513
16,605117;10,533
16,605753;10,514
16,60639;10,535
16,607027;10,515
16,607663;10,52
16,608288;10,532
16,608925;10,517
16,609561;10,508
16,610198;10,529
16,610834;10,529
16,611471;10,527
16,612119;10,525
16,612756;10,522
16,613392;10,521
16,614017;10,528
16,614642;10,518
16,615267;10,527
16,615904;10,516
16,616552;10,529
16,617177;10,534
16,617802;10,52
16,618439;10,54
16,619087;10,522
16,619723;10,534
16,620348;10,531
16,620973;10,524
16,621621;10,522
16,622258;10,533
16,622895;10,515
16,623543;10,513
16,624168;10,526
16,624793;10,521
16,625441;10,527
16,626066;10,532
16,626703;10,526
16,627351;10,526
16,627976;10,517
16,628624;10,531
16,62926;10,526
16,629885;10,515
16,630534;10,515
16,631159;10,511
16,631807;10,521
16,632443;10,511
16,633091;10,518
16,633728;10,514
16,634376;10,504
16,635001;10,514
16,635649;10,515
16,636286;10,515
16,636922;10,519
16,637571;10,517
16,638219;10,512
16,638855;10,513
16,639503;10,516
16,64014;10,528
16,640788;10,514
16,641425;10,512
16,642073;10,503
16,642709;10,52
16,643358;10,498
16,643994;10,512
16,644642;10,51
16,645279;10,514
16,645927;10,513
16,646575;10,521
16,647212;10,509
16,64786;10,513
16,648508;10,507
16,649133;10,521
16,649781;10,523
16,650429;10,513
16,651078;10,506
16,651726;10,502
16,652362;10,507
16,652999;10,519
16,653647;10,52
16,654295;10,514
16,65492;10,514
16,655568;10,519
16,656216;10,515
16,656865;10,522
16,657513;10,508
16,658161;10,518
16,658786;10,506
16,659422;10,511
16,660071;10,514
16,660719;10,506
16,661367;10,527
16,662003;10,522
16,662652;10,524
16,6633;10,521
16,663948;10,521
16,664584;10,509
16,665209;10,513
16,665858;10,528
16,666494;10,516
16,667131;10,519
16,667779;10,532
16,668427;10,525
16,669075;10,517
16,669723;10,52
16,670371;10,516
16,67102;10,523
16,671668;10,526
16,672304;10,526
16,672964;10,528
16,673612;10,524
16,67426;10,535
16,674909;10,528
16,675557;10,53
16,676205;10,54
16,676853;10,539
16,677501;10,537
16,678149;10,539
16,678797;10,54
16,679446;10,534
16,680094;10,544
16,68073;10,544
16,68139;10,545
16,682038;10,547
16,682675;10,54
16,683323;10,552
16,683971;10,551
16,684619;10,551
16,685279;10,553
16,685927;10,526
16,686575;10,55
16,687223;10,551
16,687871;10,556
16,68852;10,554
16,689168;10,564
16,689828;10,552
16,77816;10,565
16,77816;10,567
16,77846;10,542
16,77846;10,541
16,77875;10,553
16,77875;10,551
16,77905;10,571
16,77905;10,569
16,77935;10,571
16,77935;10,572
16,77967;10,559
16,77997;10,552
16,77997;10,553
16,78027;10,558
16,78027;10,56
16,78056;10,573
16,78056;10,569
16,78087;10,581
16,78087;10,585
17,503948;10,841
17,504573;10,843
17,505198;10,848
17,505811;10,847
17,506436;10,844
17,507061;10,86
17,507686;10,85
17,508311;10,84
17,508936;10,84
17,509561;10,843
17,510186;10,843
17,510811;10,835
17,511436;10,849
17,512061;10,852
17,512686;10,852
17,513311;10,833
17,513936;10,844
17,514561;10,847
17,515186;10,842
17,515811;10,849
17,516448;10,849
17,517061;10,836
17,517675;10,854
17,5183;10,851
17,518913;10,852
17,519527;10,85
17,52014;10,838
17,520765;10,853
17,52139;10,845
17,522015;10,859
17,522652;10,847
17,523265;10,857
17,523902;10,85
17,524527;10,848
17,52514;10,857
17,525753;10,851
17,526378;10,86
17,527003;10,862
17,527628;10,867
17,528253;10,866
17,528867;10,864
17,52948;10,863
17,530094;10,866
17,530707;10,867
17,531321;10,87
17,531934;10,867
17,532547;10,868
17,533172;10,869
17,533797;10,878
17,534434;10,866
17,535059;10,867
17,535684;10,881
17,536297;10,879
17,536911;10,89
17,537536;10,881
17,538172;10,873
17,538797;10,891
17,539411;10,883
17,540036;10,898
17,540672;10,882
17,541297;10,877
17,541911;10,893
17,542524;10,875
17,543161;10,881
17,543786;10,893
17,544399;10,875
17,545024;10,889
17,545661;10,881
17,546274;10,887
17,546911;10,883
17,547536;10,89
17,548161;10,893
17,548809;10,885
17,549434;10,898
17,550047;10,889
17,550684;10,897
17,551309;10,886
17,551922;10,899
17,552536;10,884
17,553172;10,896
17,553797;10,887
17,554411;10,882
17,581135;10,89
17,58176;10,883
17,582385;10,882
17,58301;10,871
17,583659;10,882
17,584284;10,878
17,584909;10,881
17,585534;10,884
17,586159;10,886
17,586795;10,886
17,587432;10,892
17,588057;10,885
17,588682;10,896
17,589318;10,896
17,589943;10,903
17,59058;10,89
17,591216;10,89
17,591853;10,889
17,592478;10,904
17,593103;10,897
17,59374;10,896
17,594365;10,89
17,595001;10,884
17,595638;10,887
17,596263;10,891
17,596899;10,899
17,597536;10,882
17,598161;10,896
17,598797;10,895
17,599434;10,89
17,600071;10,893
17,600696;10,895
17,601332;10,885
17,601969;10,893
17,602605;10,897
17,603242;10,911
17,603878;10,907
17,604515;10,907
17,605152;10,918
17,605788;10,915
17,606425;10,907
17,607061;10,908
17,607686;10,925
17,608311;10,894
17,608936;10,914
17,609561;10,903
17,610198;10,915
17,610823;10,915
17,611448;10,895
17,612084;10,916
17,612721;10,897
17,613369;10,897
17,614006;10,905
17,614631;10,895
17,615256;10,899
17,615881;10,896
17,616506;10,904
17,617131;10,902
17,617756;10,903
17,618392;10,9
17,619029;10,892
17,619665;10,897
17,620314;10,888
17,620939;10,899
17,621564;10,902
17,622189;10,862
17,622837;10,897
17,623462;10,892
17,62411;10,896
17,624746;10,895
17,625383;10,884
17,626008;10,897
17,626645;10,896
17,627281;10,902
17,627929;10,885
17,628566;10,885
17,629203;10,863
17,629851;10,895
17,630476;10,887
17,631124;10,904
17,63176;10,907
17,632385;10,85
17,633034;10,913
17,633659;10,9
17,634307;10,908
17,634943;10,907
17,635591;10,889
17,636228;10,908
17,636853;10,901
17,637501;10,877
17,638138;10,911
17,638786;10,907
17,639422;10,902
17,640071;10,91
17,640696;10,897
17,641344;10,897
17,641992;10,913
17,642628;10,916
17,643277;10,91
17,643902;10,907
17,64455;10,91
17,645209;10,904
17,645858;10,903
17,646517;10,904
17,647165;10,898
17,64779;10,913
17,648427;10,91
17,649075;10,9
17,649723;10,907
17,650348;10,906
17,650996;10,915
17,651645;10,906
17,652293;10,928
17,652941;10,913
17,653589;10,915
17,654214;10,911
17,654862;10,916
17,65551;10,905
17,65617;10,895
17,656818;10,906
17,657466;10,904
17,658103;10,905
17,658728;10,888
17,659365;10,898
17,660001;10,909
17,660638;10,915
17,661297;10,898
17,661922;10,895
17,662559;10,897
17,663207;10,893
17,663832;10,898
17,664492;10,897
17,66514;10,888
17,665788;10,881
17,666436;10,89
17,667084;10,897
17,667721;10,884
17,668381;10,886
17,669029;10,898
17,669677;10,897
17,670325;10,883
17,670973;10,898
17,671621;10,895
17,672258;10,89
17,672906;10,889
17,673543;10,89
17,674179;10,896
17,674828;10,901
17,675476;10,907
17,676112;10,907
17,67676;10,908
17,677409;10,909
17,678057;10,913
17,678705;10,91
17,679353;10,93
17,680001;10,929
17,680649;10,895
17,681297;10,905
17,681946;10,909
17,682594;10,915
17,683253;10,903
17,68389;10,92
17,684538;10,905
17,685198;10,929
17,685846;10,911
17,686494;10,916
17,687142;10,914
17,687802;10,933
17,68845;10,915
17,68911;10,924
17,689758;10,925
17,82321;10,856
17,82515;10,852
17,82711;10,844
17,82903;10,85
17,83096;10,815
17,83293;10,833
17,83487;10,783
17,83681;10,822
17,8387;10,807
17,84064;10,807
17,84258;10,809
17,84456;10,792
17,84648;10,799
17,84842;10,781
17,85037;10,801
17,85234;10,786
17,85426;10,785
17,85969;10,824
18,2882;10,466
18,501147;10,935
18,50176;10,932
18,502385;10,94
18,50301;10,95
18,503635;10,937
18,50426;10,93
18,504874;10,933
18,505487;10,924
18,506112;10,938
18,506737;10,924
18,507362;10,939
18,507987;10,924
18,508624;10,932
18,509249;10,925
18,509874;10,916
18,510499;10,931
18,511124;10,921
18,511737;10,935
18,512362;10,919
18,512987;10,907
18,513612;10,919
18,514226;10,917
18,514851;10,921
18,515476;10,916
18,516101;10,916
18,516714;10,896
18,517328;10,907
18,517953;10,901
18,518578;10,915
18,519203;10,893
18,519828;10,896
18,520453;10,904
18,521078;10,908
18,521703;10,905
18,522328;10,894
18,522953;10,902
18,523578;10,894
18,524191;10,906
18,524804;10,898
18,525418;10,895
18,526031;10,896
18,526645;10,884
18,527258;10,893
18,527871;10,895
18,528496;10,883
18,529121;10,876
18,529746;10,892
18,530371;10,88
18,530996;10,873
18,531633;10,872
18,532258;10,883
18,532883;10,889
18,533508;10,882
18,534133;10,879
18,534758;10,873
18,535383;10,87
18,535996;10,876
18,536633;10,879
18,537246;10,879
18,537883;10,878
18,538508;10,873
18,539133;10,88
18,539746;10,884
18,54036;10,883
18,540985;10,865
18,54161;10,881
18,542246;10,875
18,542871;10,872
18,543496;10,884
18,54411;10,878
18,544723;10,873
18,545337;10,875
18,54595;10,868
18,546564;10,876
18,547189;10,868
18,547825;10,871
18,54845;10,87
18,549064;10,868
18,5497;10,872
18,550325;10,87
18,55095;10,873
18,551575;10,866
18,566378;10,853
18,567652;10,837
18,5683;10,862
18,568936;10,85
18,569573;10,864
18,570209;10,849
18,570846;10,855
18,571483;10,856
18,572108;10,853
18,572744;10,851
18,573358;10,848
18,574006;10,859
18,574631;10,838
18,575244;10,845
18,575892;10,853
18,576529;10,846
18,577165;10,851
18,578334;10,853
18,578971;10,862
18,579596;10,848
18,580233;10,86
18,580858;10,862
18,581483;10,846
18,582108;10,847
18,582733;10,846
18,583358;10,85
18,583983;10,854
18,584619;10,855
18,585256;10,855
18,585881;10,847
18,586506;10,852
18,587131;10,854
18,587767;10,845
18,588392;10,852
18,589029;10,856
18,589654;10,846
18,59029;10,862
18,590927;10,839
18,591552;10,844
18,592189;10,838
18,592814;10,835
18,593439;10,83
18,594064;10,836
18,5947;10,829
18,595325;10,844
18,59595;10,832
18,596575;10,828
18,597212;10,834
18,597848;10,826
18,598485;10,826
18,59911;10,828
18,599746;10,83
18,600383;10,822
18,601008;10,831
18,601633;10,82
18,60227;10,827
18,602906;10,82
18,603531;10,827
18,604168;10,823
18,604804;10,821
18,605441;10,821
18,606078;10,826
18,606714;10,811
18,607351;10,825
18,607999;10,815
18,608635;10,832
18,60926;10,813
18,609897;10,804
18,610522;10,819
18,611159;10,815
18,611784;10,812
18,612409;10,815
18,613034;10,823
18,61367;10,823
18,614307;10,812
18,614955;10,813
18,61558;10,806
18,616205;10,818
18,616841;10,814
18,61749;10,82
18,618126;10,809
18,618763;10,816
18,619399;10,804
18,620036;10,817
18,620661;10,815
18,621286;10,813
18,621911;10,809
18,622547;10,81
